arm,uid,question_id,question_key,group,turn,seed,event_index,source_id,source,accepted_len,accepted_spec_len,valid_k,completion_offset,fully_observed
chain,88_t0,88,mt_bench:88,mt_bench,0,42,27,1,P1,1,0,8,70,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,28,2,P2,1,0,8,71,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,29,1,P1,4,3,8,72,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,30,2,P2,3,2,8,76,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,31,0,Miss (fresh JIT),1,0,8,79,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,32,1,P1,4,3,8,80,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,33,1,P1,5,4,8,84,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,34,2,P2,7,6,8,89,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,35,2,P2,1,0,8,96,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,36,2,P2,9,8,8,97,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,37,1,P1,4,3,8,106,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,38,0,Miss (fresh JIT),3,2,8,110,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,39,1,P1,2,1,8,113,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,40,2,P2,4,3,8,115,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,41,2,P2,9,8,8,119,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,42,1,P1,3,2,8,128,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,43,2,P2,3,2,8,131,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,44,0,Miss (fresh JIT),3,2,8,134,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,45,1,P1,8,7,8,137,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,46,1,P1,5,4,8,145,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,47,2,P2,2,1,8,150,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,48,2,P2,3,2,8,152,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,49,0,Miss (fresh JIT),9,8,8,155,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,50,1,P1,3,2,8,164,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,51,2,P2,6,5,8,167,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,52,0,Miss (fresh JIT),4,3,8,173,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,53,1,P1,4,3,8,177,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,54,1,P1,1,0,8,181,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,55,1,P1,9,8,8,182,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,56,2,P2,3,2,8,191,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,57,1,P1,1,0,8,194,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,58,1,P1,2,1,8,195,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,59,0,Miss (fresh JIT),7,6,8,197,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,60,1,P1,2,1,8,204,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,61,1,P1,5,4,8,206,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,62,1,P1,5,4,8,211,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,63,1,P1,1,0,8,216,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,64,1,P1,4,3,8,217,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,65,1,P1,5,4,8,221,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,66,1,P1,7,6,8,226,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,67,1,P1,2,1,8,233,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,68,1,P1,2,1,8,235,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,69,1,P1,2,1,8,237,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,70,0,Miss (fresh JIT),1,0,8,239,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,71,1,P1,1,0,8,240,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,72,1,P1,3,2,8,241,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,73,2,P2,1,0,8,244,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,74,1,P1,1,0,8,245,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,75,1,P1,1,0,8,246,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,76,1,P1,1,0,8,247,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,77,1,P1,2,1,8,248,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,78,0,Miss (fresh JIT),3,2,8,250,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,79,1,P1,5,4,8,253,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,80,1,P1,1,0,8,258,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,81,1,P1,2,1,8,259,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,82,1,P1,7,6,8,261,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,83,1,P1,2,1,8,268,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,84,1,P1,7,6,8,270,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,85,2,P2,2,1,8,277,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,86,1,P1,3,2,8,279,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,87,1,P1,5,4,8,282,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,88,1,P1,4,3,8,287,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,89,2,P2,4,3,8,291,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,90,1,P1,9,8,8,295,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,91,1,P1,2,1,8,304,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,92,1,P1,6,5,8,306,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,93,1,P1,4,3,8,312,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,94,1,P1,9,8,8,316,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,95,1,P1,6,5,8,325,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,96,1,P1,1,0,8,331,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,97,1,P1,4,3,8,332,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,98,1,P1,2,1,8,336,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,99,1,P1,5,4,8,338,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,100,1,P1,1,0,8,343,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,101,1,P1,6,5,8,344,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,102,1,P1,1,0,8,350,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,103,1,P1,3,2,8,351,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,104,1,P1,1,0,8,354,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,105,1,P1,7,6,8,355,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,106,1,P1,9,8,8,362,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,107,1,P1,3,2,8,371,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,108,1,P1,1,0,8,374,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,109,1,P1,3,2,8,375,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,110,1,P1,6,5,8,378,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,111,1,P1,9,8,8,384,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,112,1,P1,9,8,8,393,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,113,1,P1,9,8,8,402,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,114,1,P1,7,6,8,411,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,115,2,P2,9,8,8,418,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,116,1,P1,1,0,8,427,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,117,1,P1,4,3,8,428,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,118,1,P1,9,8,8,432,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,119,1,P1,9,8,8,441,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,120,1,P1,9,8,8,450,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,121,1,P1,9,8,8,459,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,122,1,P1,1,0,8,468,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,123,1,P1,9,8,8,469,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,124,1,P1,1,0,8,478,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,125,1,P1,4,3,8,479,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,126,1,P1,9,8,8,483,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,127,1,P1,5,4,8,492,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,128,1,P1,9,8,8,497,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,129,1,P1,1,0,8,506,1
chain,88_t0,88,mt_bench:88,mt_bench,0,42,130,1,P1,9,8,8,507,0
chain,88_t1,88,mt_bench:88,mt_bench,1,42,0,0,Miss (fresh JIT),2,1,8,1,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,1,2,P2,2,1,8,3,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,2,0,Miss (fresh JIT),1,0,8,5,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,3,1,P1,1,0,8,6,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,4,0,Miss (fresh JIT),1,0,8,7,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,5,0,Miss (fresh JIT),7,6,8,8,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,6,2,P2,4,3,8,15,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,7,0,Miss (fresh JIT),2,1,8,19,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,8,0,Miss (fresh JIT),1,0,8,21,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,9,1,P1,4,3,8,22,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,10,2,P2,4,3,8,26,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,11,1,P1,5,4,8,30,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,12,0,Miss (fresh JIT),6,5,8,35,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,13,1,P1,6,5,8,41,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,14,2,P2,2,1,8,47,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,15,1,P1,5,4,8,49,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,16,2,P2,4,3,8,54,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,17,1,P1,1,0,8,58,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,18,2,P2,3,2,8,59,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,19,2,P2,1,0,8,62,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,20,1,P1,7,6,8,63,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,21,2,P2,1,0,8,70,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,22,0,Miss (fresh JIT),1,0,8,71,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,23,1,P1,4,3,8,72,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,24,1,P1,8,7,8,76,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,25,1,P1,8,7,8,84,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,26,0,Miss (fresh JIT),1,0,8,92,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,27,2,P2,1,0,8,93,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,28,1,P1,1,0,8,94,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,29,1,P1,1,0,8,95,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,30,2,P2,4,3,8,96,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,31,1,P1,5,4,8,100,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,32,1,P1,7,6,8,105,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,33,1,P1,1,0,8,112,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,34,1,P1,9,8,8,113,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,35,1,P1,1,0,8,122,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,36,2,P2,5,4,8,123,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,37,0,Miss (fresh JIT),2,1,8,128,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,38,1,P1,3,2,8,130,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,39,1,P1,6,5,8,133,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,40,0,Miss (fresh JIT),3,2,8,139,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,41,1,P1,1,0,8,142,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,42,1,P1,2,1,8,143,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,43,1,P1,2,1,8,145,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,44,2,P2,1,0,8,147,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,45,2,P2,1,0,8,148,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,46,1,P1,3,2,8,149,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,47,1,P1,1,0,8,152,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,48,1,P1,6,5,8,153,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,49,2,P2,3,2,8,159,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,50,2,P2,7,6,8,162,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,51,1,P1,9,8,8,169,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,52,1,P1,6,5,8,178,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,53,0,Miss (fresh JIT),2,1,8,184,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,54,1,P1,1,0,8,186,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,55,2,P2,2,1,8,187,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,56,2,P2,3,2,8,189,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,57,1,P1,6,5,8,192,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,58,0,Miss (fresh JIT),3,2,8,198,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,59,0,Miss (fresh JIT),6,5,8,201,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,60,2,P2,9,8,8,207,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,61,2,P2,3,2,8,216,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,62,2,P2,4,3,8,219,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,63,1,P1,1,0,8,223,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,64,1,P1,1,0,8,224,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,65,2,P2,2,1,8,225,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,66,1,P1,2,1,8,227,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,67,1,P1,4,3,8,229,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,68,1,P1,9,8,8,233,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,69,1,P1,6,5,8,242,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,70,0,Miss (fresh JIT),2,1,8,248,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,71,2,P2,1,0,8,250,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,72,0,Miss (fresh JIT),1,0,8,251,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,73,1,P1,1,0,8,252,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,74,0,Miss (fresh JIT),2,1,8,253,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,75,2,P2,1,0,8,255,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,76,1,P1,1,0,8,256,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,77,1,P1,1,0,8,257,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,78,1,P1,2,1,8,258,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,79,0,Miss (fresh JIT),1,0,8,260,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,80,1,P1,9,8,8,261,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,81,2,P2,2,1,8,270,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,82,2,P2,1,0,8,272,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,83,0,Miss (fresh JIT),1,0,8,273,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,84,1,P1,1,0,8,274,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,85,2,P2,7,6,8,275,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,86,1,P1,3,2,8,282,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,87,2,P2,2,1,8,285,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,88,2,P2,1,0,8,287,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,89,2,P2,2,1,8,288,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,90,1,P1,1,0,8,290,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,91,2,P2,1,0,8,291,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,92,2,P2,3,2,8,292,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,93,1,P1,1,0,8,295,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,94,1,P1,9,8,8,296,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,95,1,P1,1,0,8,305,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,96,2,P2,2,1,8,306,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,97,1,P1,3,2,8,308,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,98,2,P2,2,1,8,311,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,99,0,Miss (fresh JIT),1,0,8,313,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,100,2,P2,1,0,8,314,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,101,2,P2,9,8,8,315,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,102,1,P1,2,1,8,324,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,103,0,Miss (fresh JIT),4,3,8,326,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,104,0,Miss (fresh JIT),2,1,8,330,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,105,1,P1,1,0,8,332,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,106,1,P1,8,7,8,333,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,107,2,P2,5,4,8,341,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,108,1,P1,1,0,8,346,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,109,0,Miss (fresh JIT),1,0,8,347,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,110,1,P1,1,0,8,348,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,111,1,P1,2,1,8,349,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,112,2,P2,1,0,8,351,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,113,0,Miss (fresh JIT),2,1,8,352,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,114,1,P1,2,1,8,354,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,115,2,P2,9,8,8,356,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,116,2,P2,2,1,8,365,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,117,0,Miss (fresh JIT),2,1,8,367,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,118,1,P1,2,1,8,369,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,119,1,P1,1,0,8,371,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,120,2,P2,2,1,8,372,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,121,1,P1,9,8,8,374,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,122,1,P1,2,1,8,383,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,123,0,Miss (fresh JIT),2,1,8,385,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,124,1,P1,1,0,8,387,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,125,1,P1,2,1,8,388,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,126,0,Miss (fresh JIT),2,1,8,390,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,127,2,P2,9,8,8,392,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,128,1,P1,8,7,8,401,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,129,0,Miss (fresh JIT),3,2,8,409,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,130,2,P2,2,1,8,412,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,131,1,P1,2,1,8,414,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,132,1,P1,2,1,8,416,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,133,1,P1,9,8,8,418,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,134,1,P1,2,1,8,427,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,135,1,P1,2,1,8,429,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,136,0,Miss (fresh JIT),1,0,8,431,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,137,2,P2,2,1,8,432,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,138,0,Miss (fresh JIT),1,0,8,434,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,139,1,P1,1,0,8,435,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,140,2,P2,2,1,8,436,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,141,0,Miss (fresh JIT),1,0,8,438,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,142,1,P1,2,1,8,439,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,143,1,P1,1,0,8,441,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,144,1,P1,1,0,8,442,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,145,0,Miss (fresh JIT),1,0,8,443,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,146,0,Miss (fresh JIT),9,8,8,444,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,147,1,P1,3,2,8,453,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,148,2,P2,3,2,8,456,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,149,2,P2,3,2,8,459,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,150,2,P2,1,0,8,462,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,151,2,P2,1,0,8,463,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,152,1,P1,9,8,8,464,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,153,1,P1,1,0,8,473,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,154,0,Miss (fresh JIT),2,1,8,474,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,155,0,Miss (fresh JIT),1,0,8,476,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,156,1,P1,1,0,8,477,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,157,1,P1,2,1,8,478,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,158,2,P2,2,1,8,480,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,159,0,Miss (fresh JIT),1,0,8,482,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,160,1,P1,1,0,8,483,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,161,2,P2,7,6,8,484,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,162,1,P1,5,4,8,491,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,163,2,P2,2,1,8,496,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,164,0,Miss (fresh JIT),1,0,8,498,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,165,1,P1,1,0,8,499,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,166,0,Miss (fresh JIT),3,2,8,500,1
chain,88_t1,88,mt_bench:88,mt_bench,1,42,167,1,P1,1,0,8,503,1
