subset,group,question_id,turns,reason,uids,prompt_tokens_max,accept_len,hit,p1_hit,p2_hit,miss,p1_al_spec_only,p2_al_spec_only
forensic,math_reasoning,403,1,low_p1_al,403_t0,45.0,2.769230769230769,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.3846153846153846,1.75,1.25
forensic,math_reasoning,410,1,low_total_al,410_t0,73.0,2.4653465346534653,0.7227722772277227,0.5148514851485149,0.2079207920792079,0.27722772277227725,1.9038461538461537,1.2380952380952381
forensic,math_reasoning,411,1,p2_heavy,411_t0,53.0,3.3333333333333335,0.6666666666666666,0.0,0.6666666666666666,0.33333333333333337,nan,3.5
forensic,math_reasoning,420,1,p1_heavy,420_t0,50.0,7.092592592592593,0.9259259259259259,0.8518518518518519,0.07407407407407407,0.07407407407407407,6.695652173913044,3.0
forensic,math_reasoning,422,1,miss_heavy,422_t0,80.0,2.75,0.5,0.25,0.25,0.5,3.0,2.0
forensic,math_reasoning,423,1,high_p2_al,423_t0,119.0,4.982758620689655,0.8793103448275862,0.7758620689655172,0.10344827586206896,0.12068965517241381,4.466666666666667,3.3333333333333335
forensic,math_reasoning,426,1,high_total_al,426_t0,43.0,7.26056338028169,0.9436619718309859,0.8661971830985915,0.07746478873239436,0.05633802816901412,6.853658536585366,3.090909090909091
forensic,math_reasoning,429,1,high_p1_al,429_t0,66.0,7.074074074074074,0.9506172839506173,0.8518518518518519,0.09876543209876543,0.04938271604938271,6.579710144927536,3.25
forensic,math_reasoning,437,1,long_prompt,437_t0,136.0,3.0952380952380953,0.8761904761904762,0.5619047619047619,0.3142857142857143,0.12380952380952381,2.4237288135593222,2.0606060606060606
forensic,math_reasoning,462,1,median_behavior,462_t0,63.0,4.0,0.8793103448275862,0.6724137931034483,0.20689655172413793,0.12068965517241381,3.5384615384615383,2.5833333333333335
forensic,rag,481,1,p1_heavy,481_t0,751.0,7.892307692307693,0.9461538461538461,0.9076923076923077,0.038461538461538464,0.05384615384615388,7.406779661016949,1.4
forensic,rag,489,1,p2_heavy,489_t0,820.0,2.925373134328358,0.7313432835820896,0.43283582089552236,0.29850746268656714,0.26865671641791045,2.310344827586207,1.95
forensic,rag,504,1,low_total_al,504_t0,811.0,1.0,0.0,0.0,0.0,1.0,nan,nan
forensic,rag,508,1,high_p2_al,508_t0,814.0,4.571428571428571,0.7857142857142857,0.7142857142857143,0.07142857142857142,0.2142857142857143,4.1,4.0
forensic,rag,510,1,long_prompt,510_t0,929.0,6.73202614379085,0.8627450980392157,0.7973856209150327,0.06535947712418301,0.13725490196078427,6.721311475409836,2.6
forensic,rag,525,1,miss_heavy,525_t0,872.0,1.0,0.0,0.0,0.0,1.0,nan,nan
forensic,rag,537,1,low_p1_al,537_t0,835.0,2.588405797101449,0.6376811594202898,0.45507246376811594,0.1826086956521739,0.3623188405797102,1.7388535031847134,1.5555555555555556
forensic,rag,551,1,median_behavior,551_t0,819.0,4.724770642201835,0.7431192660550459,0.6284403669724771,0.11467889908256881,0.25688073394495414,4.927007299270073,1.72
forensic,rag,554,1,high_p1_al,554_t0,778.0,7.5851851851851855,0.9259259259259259,0.8740740740740741,0.05185185185185185,0.07407407407407407,7.338983050847458,1.5714285714285714
forensic,rag,560,1,high_total_al,560_t0,806.0,8.182539682539682,0.9761904761904762,0.9523809523809523,0.023809523809523808,0.023809523809523836,7.375,4.0
screening,mt_bench,119,2,fixed_random,"119_t0,119_t1",75.0,3.6885245901639343,0.8524590163934426,0.5737704918032787,0.2786885245901639,0.14754098360655743,3.3714285714285714,2.176470588235294
screening,mt_bench,129,2,fixed_random,"129_t0,129_t1",35.0,4.06989247311828,0.8494623655913979,0.5376344086021506,0.3118279569892473,0.15053763440860213,4.13,1.9310344827586208
screening,mt_bench,130,2,fixed_random,"130_t0,130_t1",21.0,3.5488721804511276,0.7368421052631579,0.6090225563909775,0.12781954887218044,0.26315789473684215,2.9753086419753085,1.6470588235294117
screening,mt_bench,132,2,fixed_random,"132_t0,132_t1",230.0,6.236363636363636,0.8818181818181818,0.7606060606060606,0.12121212121212122,0.11818181818181817,5.9760956175298805,2.95
screening,mt_bench,145,2,fixed_random,"145_t0,145_t1",70.0,5.34319526627219,0.8579881656804734,0.6597633136094675,0.19822485207100593,0.14201183431952658,5.502242152466367,2.074626865671642
screening,mt_bench,154,2,fixed_random,"154_t0,154_t1",65.0,4.311881188118812,0.7821782178217822,0.5346534653465347,0.24752475247524752,0.2178217821782178,4.398148148148148,2.3
screening,mt_bench,156,2,fixed_random,"156_t0,156_t1",26.0,3.503401360544218,0.8095238095238095,0.5238095238095238,0.2857142857142857,0.19047619047619047,3.1558441558441555,1.6904761904761905
screening,mt_bench,157,2,fixed_random,"157_t0,157_t1",250.0,4.09692671394799,0.7683215130023641,0.6052009456264775,0.16312056737588654,0.23167848699763594,3.91015625,2.260869565217391
screening,mt_bench,85,2,fixed_random,"85_t0,85_t1",28.0,3.2738853503184715,0.7133757961783439,0.4968152866242038,0.21656050955414013,0.2866242038216561,2.6794871794871793,1.6176470588235294
screening,mt_bench,87,2,fixed_random,"87_t0,87_t1",35.0,4.1223776223776225,0.8321678321678322,0.6083916083916084,0.22377622377622378,0.1678321678321678,3.9022988505747125,1.890625
screening,mt_bench,88,2,fixed_random,"88_t0,88_t1",36.0,4.3422222222222215,0.8133333333333334,0.6133333333333333,0.2,0.18666666666666665,4.304347826086956,1.6444444444444444
screening,mt_bench,90,2,fixed_random,"90_t0,90_t1",108.0,5.068965517241379,0.8793103448275862,0.687192118226601,0.1921182266009852,0.12068965517241381,5.082437275985663,2.076923076923077
screening,translation,163,1,fixed_random,163_t0,57.0,3.657142857142857,0.7428571428571429,0.5464285714285714,0.19642857142857142,0.2571428571428571,3.3594771241830066,1.8545454545454545
screening,translation,166,1,fixed_random,166_t0,74.0,3.473684210526316,0.7982456140350878,0.5526315789473685,0.24561403508771928,0.20175438596491224,3.111111111111111,2.0357142857142856
screening,translation,175,1,fixed_random,175_t0,26.0,3.8612244897959185,0.8244897959183674,0.6489795918367347,0.17551020408163265,0.17551020408163265,3.3773584905660377,2.0697674418604652
screening,translation,179,1,fixed_random,179_t0,91.0,6.979591836734694,0.8707482993197279,0.8027210884353742,0.06802721088435375,0.12925170068027214,7.101694915254237,1.0
screening,translation,184,1,fixed_random,184_t0,84.0,4.17004048582996,0.7611336032388664,0.6194331983805668,0.1417004048582996,0.23886639676113364,3.7973856209150325,2.7142857142857144
screening,translation,188,1,fixed_random,188_t0,62.0,3.9859154929577465,0.6901408450704225,0.4647887323943662,0.22535211267605634,0.3098591549295775,4.606060606060606,2.3125
screening,translation,192,1,fixed_random,192_t0,25.0,3.5988372093023258,0.7558139534883721,0.5465116279069767,0.20930232558139536,0.2441860465116279,3.2127659574468086,2.0555555555555554
screening,translation,196,1,fixed_random,196_t0,63.0,5.52,0.76,0.7,0.06,0.24,5.628571428571429,2.6666666666666665
screening,translation,197,1,fixed_random,197_t0,67.0,2.980769230769231,0.8461538461538461,0.6346153846153846,0.21153846153846154,0.15384615384615385,2.393939393939394,1.2727272727272727
screening,translation,205,1,fixed_random,205_t0,45.0,5.134328358208955,0.8258706467661692,0.7064676616915423,0.11940298507462686,0.17412935323383083,4.950704225352113,2.75
screening,translation,206,1,fixed_random,206_t0,67.0,4.709090909090909,0.8363636363636363,0.6909090909090909,0.14545454545454545,0.1636363636363637,4.342105263157895,2.375
screening,translation,212,1,fixed_random,212_t0,32.0,6.029411764705882,0.8470588235294118,0.7588235294117647,0.08823529411764706,0.15294117647058825,6.178294573643411,2.066666666666667
screening,summarization,249,1,fixed_random,249_t0,688.0,3.4455445544554455,0.7722772277227723,0.504950495049505,0.26732673267326734,0.2277227722772277,2.823529411764706,2.0
screening,summarization,251,1,fixed_random,251_t0,357.0,1.0,0.0,0.0,0.0,1.0,nan,nan
screening,summarization,253,1,fixed_random,253_t0,1560.0,1.9430740037950665,0.8444022770398482,0.2314990512333966,0.6129032258064516,0.15559772296015184,2.262295081967213,0.4241486068111455
screening,summarization,267,1,fixed_random,267_t0,1055.0,1.0,0.0,0.0,0.0,1.0,nan,nan
screening,summarization,272,1,fixed_random,272_t0,784.0,7.264705882352941,0.9264705882352942,0.8529411764705882,0.07352941176470588,0.07352941176470584,7.060344827586207,2.5
screening,summarization,279,1,fixed_random,279_t0,1442.0,3.3135135135135134,0.7135135135135136,0.5297297297297298,0.1837837837837838,0.28648648648648645,2.5816326530612246,1.8235294117647058
screening,summarization,282,1,fixed_random,282_t0,1147.0,2.8461538461538463,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.3076923076923077,1.7142857142857142,1.5
screening,summarization,293,1,fixed_random,293_t0,600.0,8.287671232876713,0.9863013698630136,0.958904109589041,0.0273972602739726,0.013698630136986356,7.485714285714286,4.0
screening,summarization,295,1,fixed_random,295_t0,1682.0,1.0,0.0,0.0,0.0,1.0,nan,nan
screening,summarization,306,1,fixed_random,306_t0,1651.0,1.8618181818181818,0.9345454545454546,0.24,0.6945454545454546,0.06545454545454543,2.2803030303030303,0.2643979057591623
screening,summarization,314,1,fixed_random,314_t0,552.0,3.157142857142857,0.7857142857142857,0.4928571428571429,0.29285714285714287,0.2142857142857143,2.652173913043478,1.829268292682927
screening,summarization,318,1,fixed_random,318_t0,1491.0,2.5924050632911393,0.9392405063291139,0.31139240506329113,0.6278481012658228,0.06075949367088607,4.4227642276422765,0.20967741935483872
screening,qa,322,1,fixed_random,322_t0,15.0,5.864197530864198,0.9259259259259259,0.8271604938271605,0.09876543209876543,0.07407407407407407,5.388059701492537,2.625
screening,qa,326,1,fixed_random,326_t0,14.0,3.2163009404388716,0.7241379310344828,0.542319749216301,0.18181818181818182,0.27586206896551724,2.6300578034682083,1.9655172413793103
screening,qa,327,1,fixed_random,327_t0,15.0,3.361111111111111,0.7962962962962963,0.5509259259259259,0.24537037037037038,0.20370370370370372,2.638655462184874,2.358490566037736
screening,qa,328,1,fixed_random,328_t0,12.0,4.909090909090909,0.8851674641148325,0.722488038277512,0.16267942583732056,0.11483253588516751,4.516556291390729,2.4705882352941178
screening,qa,333,1,fixed_random,333_t0,16.0,4.677272727272728,0.8727272727272727,0.6772727272727272,0.19545454545454546,0.12727272727272732,4.308724832214765,2.372093023255814
screening,qa,334,1,fixed_random,334_t0,14.0,4.184210526315789,0.8377192982456141,0.6271929824561403,0.21052631578947367,0.16228070175438591,4.013986013986014,1.875
screening,qa,336,1,fixed_random,336_t0,13.0,5.0588235294117645,0.9215686274509803,0.7156862745098039,0.20588235294117646,0.07843137254901966,4.808219178082192,2.4761904761904763
screening,qa,337,1,fixed_random,337_t0,18.0,5.628415300546448,0.9398907103825137,0.819672131147541,0.12021857923497267,0.060109289617486295,5.16,2.1818181818181817
screening,qa,347,1,fixed_random,347_t0,14.0,4.195121951219512,0.7967479674796748,0.6097560975609756,0.18699186991869918,0.2032520325203252,3.8466666666666667,2.217391304347826
screening,qa,372,1,fixed_random,372_t0,13.0,6.166666666666667,0.95,0.8833333333333333,0.06666666666666667,0.050000000000000044,5.547169811320755,3.0
screening,qa,387,1,fixed_random,387_t0,18.0,4.300699300699301,0.8181818181818182,0.6013986013986014,0.21678321678321677,0.18181818181818177,4.116279069767442,2.225806451612903
screening,qa,392,1,fixed_random,392_t0,13.0,4.7604790419161676,0.9101796407185628,0.7485029940119761,0.16167664670658682,0.08982035928143717,4.288,2.5555555555555554
screening,math_reasoning,402,1,fixed_random,402_t0,61.0,3.4444444444444446,0.8518518518518519,0.5555555555555556,0.2962962962962963,0.14814814814814814,3.2,1.375
screening,math_reasoning,413,1,fixed_random,413_t0,43.0,3.509259259259259,0.7685185185185185,0.5370370370370371,0.23148148148148148,0.2314814814814815,3.3706896551724137,1.66
screening,math_reasoning,418,1,fixed_random,418_t0,49.0,4.880952380952381,0.8333333333333334,0.6857142857142857,0.14761904761904762,0.16666666666666663,4.944444444444445,2.0
screening,math_reasoning,439,1,fixed_random,439_t0,76.0,2.9473684210526314,0.8421052631578947,0.47368421052631576,0.3684210526315789,0.1578947368421053,2.888888888888889,0.8571428571428571
screening,math_reasoning,442,1,fixed_random,442_t0,71.0,3.8934426229508197,0.8360655737704918,0.5573770491803278,0.2786885245901639,0.16393442622950816,3.6029411764705883,2.1470588235294117
screening,math_reasoning,446,1,fixed_random,446_t0,84.0,3.1739130434782608,0.6956521739130435,0.391304347826087,0.30434782608695654,0.30434782608695654,2.3333333333333335,1.8571428571428572
screening,math_reasoning,447,1,fixed_random,447_t0,76.0,4.799065420560748,0.8691588785046729,0.6915887850467289,0.17757009345794392,0.13084112149532712,4.628378378378378,2.1842105263157894
screening,math_reasoning,449,1,fixed_random,449_t0,38.0,3.8666666666666667,0.8,0.5166666666666667,0.2833333333333333,0.19999999999999996,4.290322580645161,0.9411764705882353
screening,math_reasoning,450,1,fixed_random,450_t0,42.0,5.294117647058823,0.8235294117647058,0.6470588235294118,0.17647058823529413,0.17647058823529416,5.7272727272727275,1.6666666666666667
screening,math_reasoning,451,1,fixed_random,451_t0,78.0,5.551351351351351,0.8594594594594595,0.7351351351351352,0.12432432432432433,0.14054054054054055,5.419117647058823,2.782608695652174
screening,math_reasoning,467,1,fixed_random,467_t0,50.0,3.9689922480620154,0.8062015503875969,0.5465116279069767,0.2596899224806202,0.1937984496124031,3.6666666666666665,2.298507462686567
screening,math_reasoning,472,1,fixed_random,472_t0,39.0,3.609154929577465,0.7922535211267606,0.5598591549295775,0.2323943661971831,0.20774647887323938,3.157232704402516,1.696969696969697
screening,rag,485,1,fixed_random,485_t0,782.0,3.586206896551724,0.7241379310344828,0.5172413793103449,0.20689655172413793,0.27586206896551724,2.533333333333333,3.0
screening,rag,491,1,fixed_random,491_t0,844.0,6.121951219512195,0.8536585365853658,0.7073170731707317,0.14634146341463414,0.14634146341463417,6.103448275862069,3.3333333333333335
screening,rag,492,1,fixed_random,492_t0,863.0,6.512658227848101,0.9367088607594937,0.8607594936708861,0.0759493670886076,0.06329113924050633,5.9338235294117645,2.9166666666666665
screening,rag,494,1,fixed_random,494_t0,916.0,7.424460431654676,0.9064748201438849,0.8489208633093526,0.05755395683453238,0.09352517985611508,7.110169491525424,3.125
screening,rag,517,1,fixed_random,517_t0,692.0,2.9339622641509435,0.660377358490566,0.4858490566037736,0.17452830188679244,0.339622641509434,2.466019417475728,1.6486486486486487
screening,rag,520,1,fixed_random,520_t0,815.0,3.3043478260869565,0.6521739130434783,0.4782608695652174,0.17391304347826086,0.34782608695652173,2.727272727272727,1.75
screening,rag,538,1,fixed_random,538_t0,775.0,4.8,0.8,0.6,0.2,0.19999999999999996,4.666666666666667,4.0
screening,rag,539,1,fixed_random,539_t0,768.0,5.348958333333333,0.9114583333333334,0.734375,0.17708333333333334,0.08854166666666663,5.219858156028369,2.176470588235294
screening,rag,540,1,fixed_random,540_t0,817.0,5.988304093567251,0.9298245614035088,0.7953216374269005,0.13450292397660818,0.07017543859649122,5.595588235294118,2.8260869565217392
screening,rag,542,1,fixed_random,542_t0,759.0,4.617647058823529,0.7867647058823529,0.6911764705882353,0.09558823529411764,0.21323529411764708,4.542553191489362,1.6153846153846154
screening,rag,547,1,fixed_random,547_t0,854.0,5.075757575757576,0.8787878787878788,0.7878787878787878,0.09090909090909091,0.12121212121212122,4.346153846153846,2.3333333333333335
screening,rag,555,1,fixed_random,555_t0,816.0,5.84375,0.875,0.8125,0.0625,0.125,5.538461538461538,3.0
