arm,uid,question_id,question_key,group,turn,event_index,source_id,source,accepted_len,accepted_spec_len,valid_k,completion_offset,fully_observed
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,26,1,P1,3,2,12,90,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,27,2,P2,1,0,12,93,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,28,1,P1,2,1,12,94,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,29,1,P1,3,2,12,96,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,30,0,Miss (fresh JIT),2,1,8,99,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,31,1,P1,2,1,12,101,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,32,0,Miss (fresh JIT),4,3,8,103,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,33,2,P2,4,3,9,107,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,34,2,P2,3,2,12,111,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,35,0,Miss (fresh JIT),3,2,8,114,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,36,1,P1,9,8,12,117,1
audit_tree,82_t0,82,mt_bench:82,mt_bench,0,37,1,P1,6,5,12,126,0
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,0,0,Miss (fresh JIT),3,2,8,1,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,1,1,P1,4,3,12,4,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,2,0,Miss (fresh JIT),2,1,8,8,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,3,2,P2,1,0,12,10,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,4,1,P1,2,1,12,11,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,5,0,Miss (fresh JIT),4,3,8,13,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,6,2,P2,1,0,9,17,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,7,2,P2,1,0,12,18,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,8,2,P2,3,2,12,19,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,9,2,P2,1,0,12,22,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,10,1,P1,5,4,12,23,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,11,0,Miss (fresh JIT),1,0,8,28,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,12,1,P1,8,7,12,29,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,13,1,P1,2,1,12,37,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,14,2,P2,3,2,12,39,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,15,1,P1,3,2,12,42,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,16,0,Miss (fresh JIT),2,1,8,45,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,17,1,P1,3,2,12,47,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,18,1,P1,2,1,12,50,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,19,2,P2,2,1,9,52,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,20,0,Miss (fresh JIT),1,0,8,54,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,21,2,P2,5,4,12,55,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,22,1,P1,3,2,12,60,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,23,2,P2,7,6,12,63,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,24,1,P1,1,0,12,70,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,25,0,Miss (fresh JIT),4,3,8,71,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,26,2,P2,1,0,12,75,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,27,2,P2,6,5,9,76,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,28,2,P2,2,1,2,82,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,29,2,P2,3,2,12,84,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,30,0,Miss (fresh JIT),4,3,8,87,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,31,1,P1,3,2,12,91,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,32,2,P2,4,3,12,94,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,33,1,P1,2,1,12,98,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,34,2,P2,2,1,12,100,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,35,1,P1,1,0,12,102,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,36,2,P2,1,0,12,103,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,37,1,P1,1,0,12,104,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,38,2,P2,8,7,11,105,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,39,2,P2,3,2,12,113,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,40,1,P1,3,2,12,116,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,41,1,P1,5,4,12,119,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,42,2,P2,4,3,12,124,1
audit_tree,82_t1,82,mt_bench:82,mt_bench,1,43,2,P2,2,1,2,128,0
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,0,0,Miss (fresh JIT),1,0,8,1,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,1,2,P2,1,0,12,2,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,2,0,Miss (fresh JIT),3,2,8,3,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,3,0,Miss (fresh JIT),2,1,8,6,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,4,2,P2,1,0,12,8,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,5,2,P2,1,0,12,9,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,6,0,Miss (fresh JIT),1,0,8,10,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,7,1,P1,5,4,12,11,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,8,0,Miss (fresh JIT),9,8,8,16,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,9,0,Miss (fresh JIT),2,1,8,25,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,10,0,Miss (fresh JIT),2,1,8,27,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,11,2,P2,3,2,12,29,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,12,2,P2,1,0,12,32,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,13,2,P2,1,0,12,33,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,14,1,P1,4,3,12,34,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,15,0,Miss (fresh JIT),4,3,8,38,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,16,1,P1,2,1,12,42,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,17,1,P1,2,1,12,44,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,18,2,P2,2,1,12,46,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,19,2,P2,3,2,12,48,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,20,1,P1,1,0,12,51,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,21,0,Miss (fresh JIT),5,4,8,52,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,22,2,P2,2,1,12,57,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,23,0,Miss (fresh JIT),7,6,8,59,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,24,0,Miss (fresh JIT),5,4,8,66,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,25,1,P1,2,1,12,71,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,26,1,P1,9,8,12,73,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,27,1,P1,4,3,12,82,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,28,1,P1,2,1,12,86,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,29,1,P1,1,0,12,88,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,30,0,Miss (fresh JIT),3,2,8,89,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,31,0,Miss (fresh JIT),4,3,8,92,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,32,0,Miss (fresh JIT),4,3,8,96,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,33,1,P1,2,1,12,100,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,34,1,P1,1,0,12,102,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,35,1,P1,5,4,12,103,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,36,1,P1,3,2,12,108,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,37,0,Miss (fresh JIT),1,0,8,111,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,38,0,Miss (fresh JIT),1,0,8,112,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,39,2,P2,3,2,12,113,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,40,1,P1,9,8,12,116,1
audit_tree,85_t0,85,mt_bench:85,mt_bench,0,41,0,Miss (fresh JIT),9,8,8,125,0
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,0,0,Miss (fresh JIT),1,0,8,1,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,1,1,P1,2,1,12,2,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,2,2,P2,3,2,12,4,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,3,1,P1,3,2,12,7,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,4,2,P2,5,4,12,10,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,5,1,P1,1,0,12,15,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,6,2,P2,3,2,12,16,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,7,1,P1,2,1,12,19,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,8,1,P1,1,0,12,21,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,9,1,P1,6,5,12,22,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,10,0,Miss (fresh JIT),2,1,8,28,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,11,2,P2,1,0,12,30,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,12,2,P2,2,1,12,31,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,13,2,P2,1,0,12,33,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,14,0,Miss (fresh JIT),2,1,8,34,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,15,1,P1,2,1,12,36,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,16,1,P1,2,1,12,38,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,17,1,P1,3,2,12,40,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,18,2,P2,1,0,12,43,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,19,2,P2,3,2,12,44,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,20,1,P1,3,2,12,47,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,21,2,P2,6,5,12,50,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,22,0,Miss (fresh JIT),5,4,8,56,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,23,1,P1,9,8,12,61,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,24,0,Miss (fresh JIT),2,1,8,70,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,25,2,P2,2,1,12,72,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,26,1,P1,5,4,12,74,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,27,1,P1,1,0,12,79,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,28,0,Miss (fresh JIT),6,5,8,80,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,29,0,Miss (fresh JIT),2,1,8,86,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,30,1,P1,4,3,12,88,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,31,2,P2,3,2,12,92,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,32,1,P1,3,2,12,95,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,33,1,P1,2,1,12,98,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,34,1,P1,6,5,12,100,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,35,0,Miss (fresh JIT),5,4,8,106,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,36,1,P1,4,3,12,111,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,37,1,P1,9,8,12,115,1
audit_tree,85_t1,85,mt_bench:85,mt_bench,1,38,1,P1,6,5,12,124,0
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,0,0,Miss (fresh JIT),1,0,8,1,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,1,0,Miss (fresh JIT),2,1,8,2,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,2,2,P2,3,2,12,4,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,3,2,P2,2,1,12,7,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,4,2,P2,1,0,12,9,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,5,0,Miss (fresh JIT),3,2,8,10,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,6,0,Miss (fresh JIT),4,3,8,13,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,7,1,P1,2,1,12,17,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,8,1,P1,3,2,12,19,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,9,0,Miss (fresh JIT),5,4,8,22,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,10,1,P1,7,6,12,27,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,11,0,Miss (fresh JIT),5,4,8,34,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,12,1,P1,2,1,12,39,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,13,2,P2,1,0,10,41,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,14,1,P1,5,4,12,42,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,15,1,P1,3,2,12,47,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,16,0,Miss (fresh JIT),1,0,8,50,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,17,1,P1,2,1,12,51,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,18,2,P2,4,3,12,53,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,19,0,Miss (fresh JIT),8,7,8,57,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,20,1,P1,3,2,12,65,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,21,2,P2,1,0,12,68,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,22,2,P2,1,0,12,69,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,23,2,P2,7,6,12,70,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,24,2,P2,6,5,12,77,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,25,1,P1,2,1,12,83,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,26,1,P1,3,2,12,85,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,27,1,P1,3,2,12,88,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,28,2,P2,2,1,12,91,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,29,1,P1,5,4,12,93,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,30,2,P2,1,0,12,98,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,31,1,P1,3,2,12,99,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,32,2,P2,4,3,12,102,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,33,1,P1,2,1,12,106,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,34,2,P2,1,0,12,108,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,35,1,P1,7,6,12,109,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,36,1,P1,9,8,12,116,1
audit_tree,86_t0,86,mt_bench:86,mt_bench,0,37,1,P1,9,8,12,125,0
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,0,0,Miss (fresh JIT),6,5,8,1,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,1,1,P1,1,0,12,7,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,2,2,P2,2,1,12,8,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,3,1,P1,3,2,12,10,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,4,0,Miss (fresh JIT),2,1,8,13,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,5,1,P1,5,4,12,15,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,6,2,P2,2,1,12,20,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,7,2,P2,1,0,12,22,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,8,1,P1,5,4,12,23,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,9,1,P1,3,2,12,28,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,10,2,P2,3,2,12,31,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,11,0,Miss (fresh JIT),2,1,8,34,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,12,1,P1,2,1,12,36,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,13,0,Miss (fresh JIT),4,3,8,38,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,14,0,Miss (fresh JIT),3,2,8,42,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,15,1,P1,1,0,12,45,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,16,0,Miss (fresh JIT),2,1,8,46,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,17,0,Miss (fresh JIT),9,8,8,48,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,18,1,P1,4,3,12,57,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,19,0,Miss (fresh JIT),2,1,8,61,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,20,0,Miss (fresh JIT),2,1,8,63,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,21,0,Miss (fresh JIT),3,2,8,65,1
audit_tree,86_t1,86,mt_bench:86,mt_bench,1,22,1,P1,2,1,12,68,0
